,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,G/GP,A/GP,YearBorn,age,BMI,Adjusted +/-,PIM/GP,iFF/GP,iSF/GP,ixG/GP,iSCF/GP,Pass/GP,iHF/GP,iHA/GP,iMiss/GP,iGVA/GP,iTKA/GP,iBLK/GP,iPEND/GP,iPENT/GP,SCF/GP,SCA/GP,GF/GP,GA/GP,Player Value,Difference in valuation
27,3750000,88-05-28,Sherbrooke,QC,CAN,CAN,72,200,2007.0,1.0,26.0,R,Perron,David,LW/RW,STL,82,18,28,16,12,46,-2,5.1,54,2019,85106,1415.2,17.3,17.29,29.3,64.8,10.3,0.911,1014.0,3.01,2.2,57.7,19,0.81,260.0,260,215.0,151.0,151,151,15.7,49.0,10.0,11.0,21.0,28.1,26.3,187.7,87,87.0,109.0,-22.0,64,21,48,28,21.0,48.0,28.0,2.5,32,34,32.0,34.0,48.5,5.0,6,7,5,9,21,18,12,12,10,12,18,20,1,5,3,2,0,0,3,0,0,1,3,1,10,0,3,3,58,17,3,14,10,8,2,97,27,26,27.0,23.0,-1,0.0,27,0,0,0,0,1275.0,1114.0,945.0,849.0,690.0,585.0,60.2,51.5,189.0,173.0,71.0,52.0,38.0,40.0,52.0,52.0,90,92,673.0,649.0,426.0,490.0,115.0,164.0,81.0,76.0,3.1,1.6,4.7,3419.13,169,5.0,101.3,44.9,0.55,0.21951219512195122,0.34146341463414637,1988,34,6689018.880000001,-7.1,0.6585365853658537,2.6219512195121952,1.8414634146341464,0.19146341463414634,0.5975609756097561,2.2890243902439025,1.0609756097560976,1.329268292682927,0.7804878048780488,0.25609756097560976,0.5853658536585366,0.34146341463414637,0.2804878048780488,0.32926829268292684,2.3048780487804876,2.1097560975609757,0.8658536585365854,0.6341463414634146,4245853.140459516,495853.1404595161
30,6000000,91-08-22,Saskatoon,SK,CAN,CAN,73,195,2009.0,1.0,5.0,L,Schenn,Brayden,C/LW,PHI,79,25,30,17,13,55,-13,0.8,38,1767,84404,1397.1,17.8,17.76,31.1,62.5,9.7,0.911,1008.0,3.78,2.32,62.0,34,1.46,317.0,317,261.0,178.0,178,178,27.2,104.0,30.0,12.0,42.0,26.0,23.3,371.9,189,189.0,109.0,80.0,83,36,18,42,36.0,18.0,42.0,3.6,232,262,232.0,262.0,47.0,33.7,60,54,73,99,99,109,38,45,90,107,165,172,2,2,7,0,0,0,3,1,3,6,5,0,7,1,3,5,74,15,8,16,50,28,1,60,16,17,15.0,15.0,1,-0.5,14,2,0,0,0,1734.0,1174.0,1293.0,846.0,910.0,608.0,96.4,48.8,327.0,159.0,88.0,54.0,90.0,45.0,69.0,65.0,159,110,764.0,702.0,627.0,538.0,221.0,103.0,75.0,99.0,4.9,1.2,6.2,3088.97,271,14.8,124.9,49.0,0.62,0.31645569620253167,0.379746835443038,1991,31,6704212.398000001,-13.8,0.4810126582278481,3.3037974683544302,2.2531645569620253,0.34430379746835443,1.3164556962025316,4.70759493670886,2.392405063291139,1.379746835443038,1.0506329113924051,0.45569620253164556,0.22784810126582278,0.5316455696202531,0.189873417721519,0.189873417721519,4.139240506329114,2.0126582278481013,1.1139240506329113,0.6835443037974683,5830290.603515751,-169709.39648424927
31,5500000,92-03-20,South St.Paul,MN,USA,USA,72,215,2010.0,2.0,37.0,R,Faulk,Justin,D,CAR,75,17,20,11,9,37,-18,2.4,32,1987,104133,1704.1,23.13,23.0,38.9,52.9,7.4,0.91,984.0,2.46,2.39,50.7,2,0.07,442.0,445,306.0,216.0,225,225,12.1,19.0,6.0,11.0,17.0,48.9,45.0,192.0,117,117.0,67.0,50.0,93,45,53,84,45.0,52.0,84.0,6.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,7,0,0,8,1,5,7,80,1,1,80,73,0,0,70,15,13,14.0,9.0,-2,4.5,15,0,0,0,0,1802.0,1381.0,1340.0,1067.0,940.0,753.0,96.7,69.3,331.0,238.0,70.0,68.0,89.0,61.0,87.0,81.0,176,142,865.0,747.0,569.0,530.0,290.0,285.0,72.0,89.0,3.8,2.8,6.6,2672.51,233,11.3,112.1,46.5,0.63,0.22666666666666666,0.26666666666666666,1992,30,7190695.296,-20.4,0.4266666666666667,4.08,2.88,0.16133333333333333,0.25333333333333335,2.56,1.56,0.8933333333333333,1.24,0.6,0.7066666666666667,1.12,0.12,0.18666666666666668,4.413333333333333,3.1733333333333333,0.9333333333333333,0.9066666666666666,4217645.902596745,-1282354.0974032553
32,724500,92-10-26,Toronto,ON,CAN,CAN,72,192,2011.0,3.0,65.0,L,Cramarossa,Joseph,C/LW,ANA/VAN,59,4,6,3,3,10,0,-8.2,60,882,35208,586.3,9.95,9.94,19.0,66.7,7.5,0.94,1015.0,1.54,1.84,45.5,-3,-0.31,63.0,63,50.0,36.0,36,36,4.0,15.0,3.0,3.0,6.0,27.7,26.1,60.5,133,133.0,46.0,87.0,14,15,8,23,15.0,8.0,23.0,4.0,6,1,6.0,1.0,85.7,1.4,2,0,3,1,1,0,0,0,4,0,4,1,0,3,1,0,0,0,1,1,0,0,1,1,0,2,1,1,10,2,2,2,1,1,1,27,14,12,12.0,14.0,-2,1.0,5,8,0,0,1,371.0,576.0,287.0,432.0,200.0,300.0,18.0,25.6,67.0,96.0,15.0,18.0,15.0,15.0,15.0,24.0,30,39,245.0,247.0,395.0,219.0,85.0,42.0,45.0,47.0,-0.1,0.7,0.6,2497.64,224,28.2,96.9,2.3,0.04,0.06779661016949153,0.1016949152542373,1992,30,6421458.1248,8.2,1.0169491525423728,0.847457627118644,0.6101694915254238,0.06779661016949153,0.2542372881355932,1.0254237288135593,2.2542372881355934,0.7796610169491526,0.23728813559322035,0.2542372881355932,0.13559322033898305,0.3898305084745763,0.23728813559322035,0.2033898305084746,1.1355932203389831,1.6271186440677967,0.2542372881355932,0.3050847457627119,882256.621576579,157756.62157657905
35,800000,90-09-23,Rimouski,QC,CAN,CAN,70,206,2009.0,5.0,132.0,L,Bourque,Gabriel,LW/RW,COL,6,0,0,0,0,0,0,-1.1,0,103,4032,67.2,11.2,11.2,21.2,0.0,4.8,0.878,926.0,0.89,4.46,16.7,-4,-3.57,9.0,9,6.0,4.0,4,4,0.5,2.0,1.0,2.0,3.0,32.0,30.5,0.0,17,17.0,4.0,13.0,2,0,1,6,0.0,1.0,6.0,7.4,0,1,0.0,1.0,0.0,1.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0.0,0.0,0,0.0,0,0,0,0,0,37.0,81.0,27.0,59.0,21.0,41.0,1.6,4.1,7.0,16.0,1.0,5.0,3.0,3.0,2.0,2.0,5,5,29.0,29.0,45.0,26.0,5.0,8.0,4.0,3.0,-0.2,0.1,-0.1,249.57,23,0.0,105.3,-0.4,-0.06,0.0,0.0,1990,32,6512245.040000001,1.1,0.0,1.0,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.0,2.8333333333333335,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0,0.0,1.1666666666666667,2.6666666666666665,0.16666666666666666,0.8333333333333334,759934.346124464,-40065.65387553605
37,742500,94-05-01,Denver,CO,USA,USA,74,205,2012.0,4.0,120.0,L,Slavin,Jaccob,D,CAR,82,5,29,14,15,34,23,10.7,12,2135,115316,1878.2,23.43,23.26,39.4,40.5,9.5,0.912,1007.0,2.68,2.36,53.2,10,0.32,230.0,232,156.0,99.0,99,99,4.9,5.0,5.0,8.0,13.0,51.5,44.9,269.8,35,35.0,125.0,-90.0,57,54,83,161,53.0,80.0,159.0,9.6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,2,4,51,9,0,42,18,0,0,30,6,4,6.0,4.0,-2,5.5,6,0,0,0,0,1665.0,1649.0,1224.0,1212.0,883.0,843.0,83.8,82.5,283.0,295.0,84.0,74.0,82.0,70.0,94.0,80.0,176,150,914.0,823.0,512.0,664.0,292.0,347.0,73.0,86.0,1.9,6.7,8.6,2885.99,208,19.7,105.9,46.5,0.57,0.06097560975609756,0.35365853658536583,1994,28,7242437.1280000005,12.3,0.14634146341463414,1.9024390243902438,1.2073170731707317,0.059756097560975614,0.06097560975609756,3.2902439024390246,0.4268292682926829,1.524390243902439,0.6951219512195121,0.6585365853658537,1.0121951219512195,1.9634146341463414,0.04878048780487805,0.07317073170731707,3.451219512195122,3.597560975609756,1.024390243902439,0.9024390243902439,1100954.3299650808,358454.32996508083
38,750000,90-06-20,Sterling Heights,MI,USA,USA,75,221,2008.0,5.0,128.0,R,Pateryn,Greg,D,DAL/MTL,36,1,8,1,7,9,-1,0.1,10,720,33312,554.6,15.42,15.41,28.5,42.9,7.6,0.9,976.0,2.27,2.92,43.8,-6,-0.65,90.0,90,65.0,42.0,42,42,1.6,3.0,1.0,5.0,6.0,54.5,53.3,24.8,69,69.0,60.0,9.0,23,22,4,66,22.0,4.0,66.0,12.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,20,0,0,25,2,0,0,15,5,0,4.0,0.0,-5,-1.4,5,0,0,0,0,512.0,530.0,369.0,378.0,276.0,270.0,23.8,25.4,83.0,86.0,21.0,27.0,22.0,34.0,38.0,43.0,60,77,250.0,245.0,230.0,302.0,99.0,69.0,21.0,25.0,0.4,1.1,1.5,1389.74,145,14.6,112.7,11.7,0.33,0.027777777777777776,0.2222222222222222,1990,32,8020145.25,-1.1,0.2777777777777778,1.8055555555555556,1.1666666666666667,0.044444444444444446,0.08333333333333333,0.6888888888888889,1.9166666666666667,1.6666666666666667,0.6388888888888888,0.6111111111111112,0.1111111111111111,1.8333333333333333,0.0,0.1111111111111111,2.3055555555555554,2.388888888888889,0.5833333333333334,0.75,914848.4025058516,164848.40250585158
41,630000,90-05-27,Huntsville,AL,USA,USA,74,196,2009.0,7.0,198.0,R,Dowd,Nic,C,L.A,70,6,16,10,6,22,-15,5.4,25,1230,52314,871.6,12.45,12.45,22.6,73.3,6.3,0.894,957.0,2.07,2.07,50.0,0,0.0,144.0,144,113.0,78.0,78,78,10.4,41.0,11.0,10.0,21.0,27.1,26.2,306.9,145,145.0,116.0,29.0,35,22,19,35,22.0,19.0,35.0,5.9,338,369,338.0,369.0,47.8,96.6,79,87,105,108,154,174,110,115,108,127,199,216,1,1,2,0,0,0,2,0,0,0,1,0,3,0,4,0,31,10,1,8,18,8,0,33,11,6,15.0,6.0,-5,-7.6,10,1,0,0,0,946.0,589.0,700.0,411.0,476.0,284.0,45.8,25.9,162.0,99.0,30.0,30.0,53.0,21.0,47.0,49.0,100,70,351.0,381.0,520.0,475.0,129.0,53.0,64.0,56.0,0.6,0.7,1.3,2980.16,206,16.4,105.7,29.3,0.42,0.08571428571428572,0.22857142857142856,1990,32,6924476.4736,-20.4,0.35714285714285715,1.6142857142857143,1.1142857142857143,0.14857142857142858,0.5857142857142857,4.384285714285714,2.0714285714285716,1.6571428571428573,0.5,0.3142857142857143,0.2714285714285714,0.5,0.08571428571428572,0.21428571428571427,2.3142857142857145,1.4142857142857144,0.42857142857142855,0.42857142857142855,1101160.6594241045,471160.6594241045
44,1300000,89-04-27,Ottawa,ON,CAN,CAN,69,160,2007.0,6.0,179.0,L,Byron,Paul,LW/C/RW,MTL,81,22,21,15,6,43,21,11.3,29,1849,73228,1219.0,15.07,15.06,26.2,71.7,10.5,0.923,1027.0,2.95,2.26,56.6,14,0.69,158.0,158,124.0,96.0,96,96,14.5,61.0,14.0,12.0,26.0,21.0,20.1,239.4,119,119.0,91.0,28.0,28,22,40,34,22.0,40.0,34.0,3.1,10,5,10.0,5.0,66.7,1.1,1,0,4,3,5,2,2,1,4,2,5,3,1,5,6,1,0,0,6,2,0,3,2,0,9,2,2,5,19,21,4,2,6,14,1,48,13,21,12.0,19.0,8,7.2,12,1,0,0,0,1095.0,1113.0,776.0,809.0,574.0,595.0,54.1,55.2,185.0,189.0,60.0,46.0,50.0,45.0,87.0,69.0,137,114,656.0,659.0,441.0,524.0,231.0,146.0,61.0,76.0,3.8,2.3,6.0,3427.97,183,13.3,108.7,51.1,0.63,0.2716049382716049,0.25925925925925924,1989,33,4914570.816,9.7,0.35802469135802467,1.5308641975308641,1.1851851851851851,0.17901234567901234,0.7530864197530864,2.9555555555555557,1.4691358024691359,1.123456790123457,0.345679012345679,0.2716049382716049,0.49382716049382713,0.41975308641975306,0.2345679012345679,0.14814814814814814,2.2839506172839505,2.3333333333333335,0.7407407407407407,0.5679012345679012,1704898.1674062302,404898.16740623023
49,925000,97-06-23,Mt. Brydges,ON,CAN,CAN,76,220,2015.0,1.0,11.0,L,Crouse,Lawson,LW,ARI,72,5,7,5,2,12,-20,-8.7,48,1212,51358,855.1,11.88,11.88,22.1,66.7,5.0,0.892,943.0,1.26,3.93,24.3,-38,-2.67,155.0,155,128.0,84.0,84,84,8.2,30.0,8.0,11.0,19.0,30.2,29.2,187.1,160,160.0,45.0,115.0,44,5,14,29,5.0,14.0,29.0,3.0,1,1,1.0,1.0,50.0,0.2,0,0,0,0,1,1,0,1,0,0,1,1,0,1,2,0,0,0,1,0,0,0,1,2,1,0,2,3,39,13,0,12,6,4,3,46,18,11,18.0,9.0,-7,-7.2,14,4,0,0,0,659.0,978.0,519.0,745.0,357.0,519.0,27.6,49.6,86.0,166.0,18.0,56.0,26.0,38.0,36.0,37.0,62,75,381.0,425.0,546.0,303.0,83.0,73.0,51.0,53.0,-0.5,0.2,-0.3,3016.84,241,12.4,114.9,5.1,0.07,0.06944444444444445,0.09722222222222222,1997,25,8198177.152,-11.3,0.6666666666666666,1.7777777777777777,1.1666666666666667,0.11388888888888887,0.4166666666666667,2.598611111111111,2.2222222222222223,0.625,0.6111111111111112,0.06944444444444445,0.19444444444444445,0.4027777777777778,0.125,0.25,1.1944444444444444,2.3055555555555554,0.25,0.7777777777777778,1092392.344701333,167392.34470133297
50,6000000,88-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006.0,1.0,2.0,L,Staal,Jordan,C/LW,CAR,75,16,29,11,18,45,-1,10.5,38,1927,83977,1380.0,18.67,18.58,31.3,64.3,8.9,0.909,998.0,3.04,2.35,56.5,16,0.7,269.0,273,227.0,161.0,164,164,23.2,98.0,21.0,17.0,38.0,24.0,21.0,220.6,139,137.0,115.0,22.0,66,42,55,29,39.0,55.0,28.0,2.6,689,477,678.0,471.0,59.1,79.2,231,161,236,181,221,135,175,124,232,145,440,314,0,4,3,0,0,0,0,1,0,5,1,1,8,0,3,4,59,13,2,0,50,15,4,80,16,20,13.0,19.0,4,4.9,14,2,0,0,0,1502.0,1058.0,1128.0,812.0,786.0,591.0,86.3,56.4,304.0,190.0,70.0,54.0,94.0,50.0,68.0,55.0,162,105,851.0,600.0,461.0,490.0,195.0,229.0,54.0,68.0,2.8,1.8,4.6,3022.37,208,13.9,111.3,58.3,0.79,0.21333333333333335,0.38666666666666666,1988,34,8198177.152,-11.5,0.5066666666666667,3.026666666666667,2.1466666666666665,0.30933333333333335,1.3066666666666666,2.941333333333333,1.8533333333333333,1.5333333333333334,0.88,0.56,0.7333333333333333,0.38666666666666666,0.25333333333333335,0.17333333333333334,4.053333333333334,2.533333333333333,0.9333333333333333,0.72,6236175.782136257,236175.7821362568
51,950000,83-10-19,Unity,SK,CAN,CAN,72,200,2002.0,1.0,17.0,R,Gordon,Boyd,C/RW,PHI,13,1,0,0,0,1,-5,-1.1,2,184,6379,106.2,8.18,8.18,16.2,100.0,2.8,0.789,817.0,0.57,6.78,7.7,-11,-6.22,13.0,13,10.0,8.0,8,8,0.6,2.0,2.0,0.0,2.0,22.1,23.3,0.0,4,4.0,10.0,-6.0,2,0,2,7,0.0,2.0,7.0,5.5,48,38,48.0,38.0,55.8,76.8,17,20,14,10,17,8,13,11,10,13,38,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,2,0,0,3,1,0,1.0,0.0,-1,0.0,1,0,0,0,0,71.0,127.0,50.0,82.0,36.0,57.0,2.8,6.4,10.0,26.0,1.0,12.0,6.0,11.0,6.0,6.0,12,17,59.0,53.0,53.0,49.0,14.0,6.0,3.0,3.0,-0.1,-0.1,-0.2,549.24,13,6.0,111.9,0.2,0.01,0.07692307692307693,0.0,1983,39,6689018.880000001,-3.9,0.15384615384615385,0.7692307692307693,0.6153846153846154,0.04615384615384615,0.15384615384615385,0.0,0.3076923076923077,0.7692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.5384615384615384,0.0,0.07692307692307693,0.7692307692307693,2.0,0.07692307692307693,0.9230769230769231,1198917.627522052,248917.62752205203
57,925000,93-02-10,Edmonton,AB,CAN,CAN,74,194,2011.0,4.0,92.0,L,Simpson,Dillon,D,EDM,3,0,0,0,0,0,0,0.0,2,50,1959,32.7,10.88,10.88,21.3,0.0,7.7,0.917,994.0,1.84,1.84,50.0,0,0.0,5.0,5,3.0,2.0,2,2,0.1,0.0,0.0,0.0,0.0,50.0,50.7,0.0,3,3.0,3.0,0.0,1,1,0,2,1.0,0.0,2.0,7.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1.0,0.0,-1,-0.8,1,0,0,0,0,25.0,27.0,16.0,19.0,13.0,12.0,0.8,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,12.0,19.0,22.0,24.0,5.0,4.0,2.0,2.0,0.0,0.1,0.0,120.71,7,3.0,95.5,0.0,0.0,0.0,0.0,1993,29,6853818.5504,0.0,0.6666666666666666,1.0,0.6666666666666666,0.03333333333333333,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,811565.479748233,-113434.52025176701
58,6000000,90-09-20,Mississauga,ON,CAN,CAN,73,211,2009.0,1.0,1.0,L,Tavares,John,C,NYI,77,28,38,21,17,66,4,9.9,38,1906,94335,1571.3,20.4,20.41,34.3,68.8,10.1,0.9,1002.0,3.67,2.75,57.1,24,0.92,471.0,470,361.0,260.0,260,260,29.0,100.0,20.0,29.0,49.0,27.0,24.8,315.1,42,42.0,68.0,-26.0,101,81,63,20,81.0,63.0,20.0,1.5,824,804,824.0,804.0,50.6,99.0,197,210,212,237,415,357,247,206,296,297,512,512,1,5,3,4,0,1,1,1,1,8,1,0,16,4,5,13,79,23,5,15,48,20,2,147,19,31,18.0,30.0,12,11.7,19,0,0,0,0,1783.0,1365.0,1320.0,1011.0,947.0,721.0,93.3,65.1,328.0,230.0,96.0,72.0,66.0,28.0,90.0,61.0,156,89,831.0,814.0,462.0,471.0,280.0,201.0,76.0,102.0,6.2,1.6,7.8,3005.15,100,5.5,120.2,75.9,0.99,0.36363636363636365,0.4935064935064935,1990,32,7254301.620400001,-5.9,0.4935064935064935,4.688311688311688,3.3766233766233764,0.37662337662337664,1.2987012987012987,4.092207792207793,0.5454545454545454,0.8831168831168831,1.3116883116883118,1.051948051948052,0.8181818181818182,0.2597402597402597,0.38961038961038963,0.23376623376623376,4.259740259740259,2.987012987012987,1.2467532467532467,0.935064935064935,6187096.613629054,187096.61362905428
59,925000,98-03-02,Calgary,AB,CAN,CAN,73,180,2016.0,1.0,8.0,R,Nylander,Alex,RW/LW,BUF,4,0,1,1,0,1,-2,-1.4,0,62,2959,49.7,12.33,12.36,22.8,100.0,4.0,0.921,961.0,1.21,3.62,25.0,-2,-2.41,8.0,8,5.0,4.0,4,4,0.2,0.0,0.0,0.0,0.0,38.3,38.2,46.5,1,1.0,1.0,0.0,1,3,3,2,3.0,3.0,2.0,4.0,0,2,0.0,2.0,0.0,4.2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0.0,0.0,0,0.0,0,0,0,0,0,48.0,50.0,35.0,46.0,25.0,38.0,1.1,2.7,3.0,9.0,1.0,3.0,0.0,2.0,1.0,1.0,1,3,19.0,29.0,21.0,11.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,168.48,3,0.0,118.3,0.9,0.23,0.0,0.25,1998,24,6188503.752000001,-0.6000000000000001,0.0,1.25,1.0,0.05,0.0,11.625,0.25,0.25,0.25,0.75,0.75,0.5,0.0,0.0,0.75,2.25,0.25,0.75,881143.525117359,-43856.47488264099
60,767500,95-04-16,Cornwall,ON,CAN,CAN,73,210,2013.0,2.0,40.0,L,Elie,Remi,LW,DAL,18,1,6,2,4,7,5,1.0,8,396,16875,281.0,15.63,15.62,27.6,70.0,8.5,0.945,1030.0,2.14,1.49,58.8,3,0.64,40.0,40,23.0,15.0,15,15,2.1,10.0,1.0,3.0,4.0,23.6,25.2,49.6,30,30.0,26.0,4.0,8,13,12,11,13.0,12.0,11.0,3.9,1,0,1.0,0.0,100.0,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,1,4,1,0,9,4,0,4.0,0.0,-4,-2.1,4,0,0,0,0,230.0,282.0,163.0,201.0,118.0,127.0,10.5,11.2,40.0,41.0,10.0,7.0,5.0,13.0,18.0,12.0,23,25,142.0,149.0,101.0,97.0,46.0,36.0,15.0,6.0,0.1,0.5,0.6,736.95,49,10.5,109.3,5.0,0.28,0.05555555555555555,0.3333333333333333,1995,27,7219921.044000001,4.0,0.4444444444444444,1.2777777777777777,0.8333333333333334,0.11666666666666667,0.5555555555555556,2.7555555555555555,1.6666666666666667,1.4444444444444444,0.4444444444444444,0.7222222222222222,0.6666666666666666,0.6111111111111112,0.0,0.2222222222222222,2.2222222222222223,2.2777777777777777,0.5555555555555556,0.3888888888888889,771647.2720547997,4147.272054799716
61,3500000,89-06-05,Riverside,CT,USA,USA,68,182,2008.0,6.0,157.0,R,Atkinson,Cam,RW,CBJ,82,35,27,18,9,62,13,-2.3,22,1966,88972,1474.3,18.08,18.05,30.1,69.7,11.0,0.937,1047.0,3.62,1.99,64.5,40,1.63,400.0,399,303.0,240.0,240,240,25.3,96.0,19.0,15.0,34.0,29.2,27.0,286.6,33,33.0,41.0,-8.0,63,21,36,34,21.0,36.0,34.0,2.3,2,1,2.0,1.0,66.7,0.2,2,1,0,0,0,0,0,0,1,0,1,1,3,8,9,2,0,1,1,0,3,13,2,0,16,0,2,4,57,25,3,21,68,6,3,114,11,9,11.0,7.0,-2,0.3,11,0,0,0,0,1509.0,1453.0,1097.0,1097.0,808.0,778.0,83.4,75.5,306.0,255.0,89.0,49.0,79.0,68.0,49.0,47.0,128,115,856.0,856.0,542.0,348.0,138.0,147.0,71.0,71.0,6.8,2.0,8.9,3424.44,89,6.3,120.5,61.7,0.75,0.4268292682926829,0.32926829268292684,1989,33,5429460.1088000005,15.3,0.2682926829268293,3.6951219512195124,2.926829268292683,0.30853658536585366,1.170731707317073,3.4951219512195126,0.4024390243902439,0.5,0.7682926829268293,0.25609756097560976,0.43902439024390244,0.4146341463414634,0.08536585365853659,0.13414634146341464,3.731707317073171,3.1097560975609757,1.0853658536585367,0.5975609756097561,3751530.31485771,251530.31485771015
62,4500000,91-03-20,Eden Prairie,MN,USA,USA,72,199,2009.0,1.0,16.0,L,Leddy,Nick,D,NYI,81,11,35,17,18,46,-3,-13.7,12,1912,110410,1835.7,22.72,22.7,38.5,49.5,9.3,0.92,1013.0,3.04,2.52,54.7,16,0.52,288.0,288,207.0,137.0,137,137,8.3,14.0,5.0,13.0,18.0,45.4,42.5,320.4,77,77.0,68.0,9.0,70,48,26,109,48.0,26.0,109.0,6.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,5,1,2,8,59,9,0,56,17,1,0,54,6,7,6.0,6.0,1,10.3,6,0,0,0,0,1828.0,1707.0,1370.0,1295.0,999.0,967.0,93.4,85.7,319.0,305.0,93.0,77.0,68.0,55.0,86.0,80.0,154,135,928.0,983.0,671.0,506.0,317.0,221.0,76.0,91.0,4.1,2.9,7.0,2931.93,198,17.2,115.5,39.7,0.49,0.13580246913580246,0.43209876543209874,1991,31,6655573.7856,10.7,0.14814814814814814,2.5555555555555554,1.691358024691358,0.10246913580246915,0.1728395061728395,3.9555555555555553,0.9506172839506173,0.8395061728395061,0.8641975308641975,0.5925925925925926,0.32098765432098764,1.345679012345679,0.07407407407407407,0.07407407407407407,3.9382716049382718,3.765432098765432,1.1481481481481481,0.9506172839506173,4353909.347010011,-146090.65298998915
63,750000,83-02-02,Churchill,MB,CAN,CAN,69,195,2001.0,4.0,98.0,R,Tootoo,Jordin,RW,CHI,50,2,1,0,1,3,-6,0.5,28,509,20241,337.4,6.75,6.75,13.9,60.0,3.2,0.932,964.0,0.89,1.96,31.3,-6,-1.07,81.0,81,59.0,43.0,43,43,4.2,15.0,3.0,2.0,5.0,26.2,25.9,0.0,52,52.0,24.0,28.0,16,9,9,8,9.0,9.0,8.0,2.5,1,0,1.0,0.0,100.0,0.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,12,2,0,4,10,1,0,26,8,8,8.0,6.0,0,-1.0,4,4,0,0,0,307.0,318.0,213.0,221.0,157.0,161.0,13.2,12.0,53.0,41.0,5.0,11.0,8.0,11.0,11.0,23.0,19,34,123.0,167.0,165.0,188.0,62.0,42.0,17.0,19.0,-0.4,0.1,-0.3,2087.95,92,15.3,111.2,3.9,0.08,0.04,0.02,1983,39,5989633.182,-6.5,0.56,1.18,0.86,0.084,0.3,0.0,1.04,0.48,0.32,0.18,0.18,0.16,0.12,0.16,1.06,0.82,0.1,0.22,994359.0407178258,244359.04071782576
